"","x_freqmain","y_freqmain","z_freqmain","x_freqamp","y_freqamp","z_freqamp","x_entropy","y_entropy","z_entropy"
"81",2.635,1.3175,0.527,15.2474277765007,8.27646865741099,58.1331947456329,0.396350825559882,0.383749018322525,0.366061083370922
"82",3.689,0.527,0.527,8.41066078116642,13.995470426143,45.8433460067877,0.38610625952802,0.354632098122848,0.344614058530632
"83",0.7905,0.7905,1.054,5.40260877997051,6.02246701005826,15.0410334105848,0.407659341101364,0.393413364181025,0.351993862036903
"84",5.27,0.527,1.3175,6.33290027700126,7.75368662062977,12.219776298226,0.386310779548783,0.390639152804873,0.386095182113475
"85",1.054,0.527,0.527,3.50964381694895,3.39171649313661,12.2069346081328,0.406512623376654,0.357199891141075,0.350015893095242
"86",0.527,0.7905,0.527,12.7841207141468,4.32714059204276,28.4819536525204,0.378085848528018,0.398742091753324,0.329893179307139
"87",4.743,1.3175,2.3715,5.39483159159264,29.6197412258543,10.3015378213128,0.39848998892798,0.33154217838372,0.377826556029433
"88",4.216,1.581,3.4255,1.34215657496072,2.07364011636315,1.36725843985986,0.378477919649602,0.384464500398777,0.385316888215891
"89",5.27,4.4795,2.8985,9.72772724283425,8.23231930324732,7.05159408070331,0.341725052734422,0.403356736994138,0.398987848612296
"90",3.9525,1.3175,1.581,6.91313168498216,31.1084715334873,10.1862281272462,0.407962892732387,0.349582124690645,0.373758578234871
"91",3.9525,4.743,0.527,7.30859190495144,4.66690987093729,26.9685458591935,0.407867503743212,0.409317383722441,0.293776902414583
"92",5.0065,1.3175,1.3175,5.21536312862015,4.07503574506161,8.40614937576525,0.403993286069944,0.41307952294682,0.381092728321925
"93",3.4255,1.054,1.054,6.6146869898355,4.6902822512269,11.6269695894041,0.395299957279372,0.38764905135465,0.375861266167525
"94",2.635,1.3175,0.527,3.91979739586743,4.02429891842567,13.9437002983417,0.394563465427625,0.377234093623219,0.341388780618546
"95",5.0065,0.7905,0.527,7.67824576331367,2.75245355330658,13.9205574796782,0.384322862821665,0.417075866800582,0.351263176142007
"96",1.3175,5.27,1.3175,7.67562513387551,4.84561537040297,18.7669691180648,0.395240331998408,0.407449910867916,0.363955204390907
"97",3.689,0.7905,0.527,8.99679020659523,5.9426841521268,33.8593049801502,0.389522082211429,0.372775272495367,0.287981346137211
"98",0.7905,1.3175,0.7905,6.16277111093704,4.23394512716735,18.7627988437392,0.394191884145299,0.371071519104441,0.320229049784239
"99",2.3715,2.635,0.527,5.66521367661399,3.45705719286341,14.3268500796925,0.380449635679175,0.405782810712174,0.338547823942209
"100",1.3175,0.527,1.3175,2.89952764265016,3.10603847009374,6.29112405475899,0.401378828235368,0.390993780514617,0.387346659284435
"101",0.7905,2.108,0.7905,7.97689952671782,4.49606357981774,22.6186569448774,0.372707527610095,0.357051568684258,0.317881796721209
"102",4.216,1.3175,1.3175,13.263740041757,9.96474615634267,10.8388434829782,0.389645698642785,0.404759963454389,0.39981155179884
"103",4.216,0.527,0.7905,2.77181031374344,3.68236353640845,6.79299415619472,0.410672603241906,0.389473568883126,0.377997270444577
"104",3.689,0.527,1.3175,4.68639507865363,2.37489823743301,5.63276520366716,0.411488882495201,0.384661684976142,0.381642844311926
"105",5.0065,0.527,0.7905,4.35625417215795,2.9629038340558,4.8460984831076,0.395409672118695,0.396332326804664,0.39440745609978
"106",3.689,1.3175,0.7905,3.3686981819457,2.11807383399512,9.98597426350589,0.396774031698109,0.385618635151974,0.342244147635563
"107",0.527,0.7905,0.527,4.91285278039742,6.08248619187107,26.6706393402644,0.402479466655156,0.382589862420461,0.276363626215471
"108",0.527,0.7905,0.527,3.73996430841024,3.95982336411104,14.5806306252666,0.405508585078564,0.371931426666865,0.318936504976836
"109",3.9525,1.054,0.7905,2.78785014683052,2.07699832680035,4.52234448641076,0.403776805819046,0.386701913764592,0.368399465238342
"110",4.743,0.7905,0.7905,6.10459398689038,7.64034661392261,15.8959498880237,0.38691537142017,0.327035324614897,0.360694772240387
"111",2.635,1.054,0.527,4.73641747218907,4.83782577469357,12.5515000902654,0.402128400520796,0.389982569467797,0.359927908082553
"112",0.527,1.054,0.527,4.67964494636449,4.0257794493572,14.096403234744,0.370376136950703,0.407319549731544,0.354174708574659
"113",4.743,0.527,4.743,14.1709583728306,13.1935806943996,16.2529026595761,0.392692492280291,0.384653836704791,0.41300298794513
"114",4.743,1.3175,0.7905,7.6292545954876,5.5900606079319,16.0833779468472,0.396563965828189,0.378767344812278,0.348431843086004
"115",4.216,0.7905,0.527,6.42055856551519,2.657284188067,16.6723534300544,0.387271689350095,0.401746363509945,0.336849638311071
"116",0.527,0.527,0.7905,7.09678828901191,3.3064547537805,22.4188431153158,0.40250255999405,0.400273337616715,0.278296130892212
"117",0.7905,0.527,0.527,6.61784945728812,19.9563722802942,16.349469883636,0.398065977887525,0.368259778693409,0.359263982412626
"118",0.527,2.8985,1.054,1.73988208116805,1.42265991353445,1.48941962035202,0.384903841078828,0.402024199628654,0.384508748026498
"119",0.7905,0.527,0.527,6.61784945728812,19.9563722802942,16.349469883636,0.398065977887525,0.368259778693409,0.359263982412626
"120",0.527,2.8985,1.054,1.73988208116805,1.42265991353445,1.48941962035202,0.384903841078828,0.402024199628654,0.384508748026498
"121",2.8985,0.7905,0.7905,7.57132696264028,14.5602629220106,32.0246192274077,0.404085951170784,0.328934301951317,0.284983160584341
"122",1.3175,0.7905,1.054,4.37803652890646,6.74459654232083,10.7527373092506,0.387638670947856,0.375506647019493,0.364435782196649
"123",3.9525,0.7905,0.7905,6.18349169809363,5.22832018996158,18.1574796453976,0.382332781828446,0.365106805932513,0.34069777717291
"124",2.635,1.054,0.7905,2.81532644728232,4.64153799722561,10.5338850493173,0.399816867727487,0.368552584328449,0.339609492066903
"125",4.216,1.054,0.527,3.21158778931139,3.79138265491316,5.36146975088232,0.410103425855113,0.360008705557651,0.359505719041219
"126",0.7905,0.7905,0.7905,6.57577211808422,5.75891590410739,14.3242282854895,0.378709693255245,0.379408547625806,0.360319739879829
"127",0.527,1.054,0.527,6.83695084980885,5.43355774853438,24.0543662605349,0.378351890032737,0.369950870424191,0.325968654215612
"128",0.7905,0.527,0.527,4.32545965474305,2.02482033744721,10.0737388684196,0.3965578780161,0.37811824080711,0.358680661580165
"129",0.527,1.054,0.527,5.5017742308844,4.60823113960127,18.5420622815179,0.376359611429003,0.382285440867301,0.319006098655097
"130",1.581,1.054,0.527,7.71231406088407,6.39053520753307,16.1090600433668,0.385495373690265,0.40371588069321,0.362362738978507
"131",0.527,1.054,0.527,10.3076162527252,5.77224670065557,26.7834436374896,0.393390767013787,0.368263345962294,0.339240241393353
"132",2.108,1.054,1.054,4.70638441057019,3.87778989270098,13.3945815630779,0.386156999248316,0.401811967127668,0.393002457315406
"133",0.527,0.7905,0.527,9.56421089413521,5.37993141936994,17.5352280684915,0.383819863675436,0.365800212765075,0.362936069410024
"134",1.054,1.054,1.054,7.16275542548292,7.40388544063091,20.0976499954112,0.389138230412841,0.351272999733461,0.314411328110941
"135",0.7905,0.7905,0.7905,12.6542286905965,8.60165403661184,28.8537011841533,0.365441115798287,0.362289776237537,0.312520710089556
"136",0.527,0.527,0.527,6.63332003329715,2.63252277639198,20.7318872807833,0.376580119231199,0.396400467750727,0.332946269382414
"137",0.7905,0.7905,0.7905,5.32720704092056,4.84671697961225,8.57631425448162,0.399455850945277,0.361203891510953,0.347298603009241
"138",5.27,0.7905,0.7905,5.99405595072332,4.51207732243604,14.6516208291233,0.396149232017667,0.389428034325408,0.340677886772505
"139",4.4795,0.7905,0.7905,5.12534475147811,4.10996090337201,12.24890205779,0.398167338998723,0.392812126542542,0.363740517473781
"140",2.3715,1.3175,0.527,5.45212519928737,2.33347289152496,5.48421586203617,0.397211269495942,0.399810390489544,0.373953541178662
"141",3.4255,0.527,0.527,4.74161202060437,3.03371330061447,12.066275000553,0.393037448201341,0.39946667761637,0.352243086222054
"142",5.27,0.527,0.527,8.30799348869436,5.62186941826823,34.3537655025052,0.390500139702437,0.386423724284945,0.265333535208558
"143",3.689,1.3175,1.3175,6.90653329119436,4.87473405714988,11.4554530710136,0.3809525838871,0.354272090946766,0.371278165009208
"144",3.162,0.7905,0.7905,3.12394549712768,2.52524398820001,13.3560458226009,0.386726654251903,0.378644690765269,0.329721193872026
"145",2.3715,1.054,1.054,5.73364760541747,6.76142355814066,13.5979223786763,0.395996083850354,0.380382015198556,0.37733665089548
"146",2.8985,0.527,0.527,5.71260330627209,5.28304315936965,19.943019544761,0.4079966823461,0.361851252462995,0.334263995039906
"147",5.0065,0.7905,0.7905,5.59564653203303,6.24502339984695,16.3472827860264,0.411565930277398,0.361317902978738,0.362964144592874
"148",3.9525,1.581,0.527,7.22542952302729,4.75802734736321,18.0954220658616,0.395522319661848,0.365215586691628,0.33614331896786
"149",2.108,1.054,0.527,3.51069436756847,2.82676285080292,8.4757234903113,0.394166165170863,0.38431828522337,0.371724922787491
"150",0.527,0.527,0.527,5.75841034208868,6.79405816625573,16.9191716048567,0.394233498733502,0.35906673859839,0.343632093338429
"151",3.9525,0.527,0.527,11.0514032638159,6.14448804219045,17.761669514002,0.385072251678499,0.400908069640813,0.357040408023399
"152",1.8445,0.7905,0.7905,6.05757493708204,3.96643424621897,8.43067210556821,0.385161068198302,0.399411141100156,0.368062255672826
"153",2.8985,1.054,0.527,5.53188688300744,2.30279739016522,4.0566875926694,0.398816180989982,0.39496957100065,0.407182691707871
"154",5.0065,0.527,0.527,4.43437269974039,4.31408488982379,12.4870077362018,0.408579795328966,0.361232358806571,0.353089030904723
"155",4.4795,3.9525,0.7905,8.00445134984034,3.00836010660701,12.583593226026,0.389070840594537,0.395326554381266,0.344920231565965
"156",0.527,0.527,0.527,19.9308539762681,7.27520966299257,57.9153167885625,0.386766920429043,0.381744624074983,0.298798291088916
"157",1.3175,1.581,0.527,4.02493285984055,4.37542707665913,13.281672780549,0.399160571475744,0.376829511112943,0.32558935018579
"158",3.4255,0.7905,0.7905,5.37800782730126,3.94784059208582,20.7234366179727,0.40132088142197,0.369430940086091,0.328471317382805
"159",3.4255,1.3175,2.3715,10.2244262046595,3.24479827732905,13.0467471910274,0.400647510008474,0.411769135451675,0.398552910771199
"160",0.527,0.527,0.527,4.63193686817835,3.29829614713177,16.9725520161321,0.39563217271597,0.348534683161481,0.272443972271574
"161",4.4795,1.581,0.7905,4.82284913504623,3.1730223861649,11.922281901703,0.407496905595965,0.374898506183761,0.355640447066498
"162",0.527,0.527,0.527,5.33979157123237,5.96194435028702,18.9322463162513,0.384371231483886,0.340278817647395,0.319182484004301
"163",2.3715,2.635,1.054,4.44615226426126,3.29468592177488,8.66784821521849,0.410096484657864,0.380651488117788,0.388773730316798
"164",0.527,0.7905,0.527,7.87546612134689,6.63208649754855,19.8913882063811,0.396050045274243,0.36072830904982,0.353968063947864
"165",4.216,1.054,1.054,4.10900055448912,3.59523658558047,10.9785694120612,0.382709136060272,0.370309945845255,0.370811461951495
"166",0.527,0.527,0.527,4.42406973903627,5.81951854981214,11.9904886207431,0.388136789139391,0.386210892058505,0.370705344767247
"167",0.527,1.054,0.527,10.3738987484292,7.61924285699934,22.1320829478019,0.38831006778861,0.351605513246441,0.352672575077465
"168",3.9525,1.581,0.527,5.87996721966434,4.13282311546261,12.5004792660875,0.406469296283447,0.387727565739112,0.375710593056669
"169",0.7905,0.7905,0.7905,4.47701084708328,4.45519823978966,13.2010713312035,0.40034798654127,0.371565698805257,0.307936952288487
"170",4.216,1.054,2.635,3.97549348447319,2.94235170521278,5.93695995489056,0.378851220670508,0.402371723657657,0.393993481321779
"171",1.8445,1.054,0.7905,3.77264751951304,2.88852017230262,9.40468022895949,0.375051451246837,0.382160253852424,0.34590112605645
"172",1.581,0.7905,0.7905,4.45513362358019,5.81254374052396,8.72356559353024,0.395366005374733,0.351757078480407,0.390812276516951
"173",0.527,0.527,0.527,2.58659596328702,3.07174498043326,7.25224674210285,0.365212125214802,0.380123451820245,0.379931295046229
"174",5.0065,4.4795,1.054,1.64164785564663,1.75636921891497,1.02823506680698,0.375793911729604,0.384381910354881,0.392370188836955
"175",2.108,2.8985,5.27,1.08899409390818,1.25785669456361,1.02332824754123,0.391717901053047,0.380036125770909,0.401320356839291
"176",5.0065,0.527,4.4795,2.48254978302271,5.37292300749673,1.47426854564344,0.408842179655051,0.410671341747502,0.404132020117916
"177",3.162,0.527,0.7905,1.18647293199378,1.38092224359611,0.933153066729056,0.394041630461685,0.397558492147336,0.390306965626732
"178",1.8445,3.689,4.4795,0.996050782458041,0.736864868779407,1.11999621331788,0.392866491623421,0.397724907051784,0.40503209549322
"179",2.3715,2.635,3.4255,0.652100483361384,0.911221610285432,0.82503537667901,0.410580837032161,0.385114196806979,0.378770452103953
"180",1.3175,2.635,5.0065,1.39818924677939,1.39024866221297,0.934479051433593,0.386971080604741,0.383723269965773,0.3979896213046
"181",4.743,4.4795,2.3715,1.24812521755951,1.21495891105581,1.04839490236852,0.403951398175232,0.396718424253285,0.391604074936853
"182",4.216,3.162,2.108,1.00082923512716,0.937851217664055,1.11155809129708,0.404475696460845,0.388771379544094,0.373495293700178
"183",2.3715,0.527,3.689,1.65860452768206,1.02362637985491,1.06621957921554,0.390768935649418,0.389389141202161,0.387868879581602
"184",3.689,4.216,3.689,1.06791676599115,1.10021962639398,1.27146827510505,0.399837748041553,0.406659665275891,0.402809791879228
"185",4.216,2.108,1.581,1.3932389543809,1.37734727462452,2.18228505658669,0.383942974151865,0.403396101947406,0.385142472898124
"186",1.054,2.108,0.527,1.18714756967897,1.33531349758668,1.29257247680592,0.385055723740231,0.390437139674958,0.401315124985891
"187",1.054,5.0065,4.743,1.47864134211314,1.13567254708391,1.62705841736634,0.36342449351048,0.393702453805697,0.364361198722367
"188",3.689,3.689,5.0065,1.12894589858829,1.71984741317048,2.03976837305564,0.384946338843452,0.372435833343772,0.381419172829421
"189",1.8445,1.8445,3.9525,1.23148559446163,1.23866003996711,1.45128703053917,0.398078162942739,0.406460927304479,0.398780782687044
"190",1.8445,2.3715,2.8985,1.30190835772558,1.53008389042839,1.18468415075428,0.388719455410677,0.410414753265065,0.399866515193377
"191",4.4795,2.108,5.0065,1.35276580596872,1.60591453972539,1.11899456945004,0.386268569702142,0.405694574357177,0.406225495160596
"192",0.527,5.27,0.527,1.57582054243201,1.18236366589364,1.38331487985772,0.397464944882051,0.411644020396251,0.399349382696034
"193",5.0065,3.162,2.8985,1.79115165948557,2.25319157733089,1.44958236305353,0.377232895491608,0.383515887896245,0.397414794107867
"194",4.216,2.8985,1.054,1.68588599008899,1.55935826963027,1.03908883990187,0.394045818934658,0.382785542832649,0.403046945637539
"195",1.581,2.108,4.4795,1.45343718992094,1.6129707609511,1.34122546260863,0.387647764700946,0.391474577703599,0.396094256452478
"196",2.108,1.3175,3.162,1.63506653810858,1.53785032863419,1.95720600235781,0.418389204319187,0.397516488698492,0.379868504047532
"197",1.581,3.689,1.581,1.32557428729165,1.06920303525529,1.25490947340013,0.40185095971947,0.397889551340183,0.379107406596816
"198",4.743,5.27,3.162,1.18137680609474,1.36512309496446,1.18126403235992,0.385103287290624,0.393668992551916,0.404324990491659
"199",3.162,3.689,2.108,1.11162810431665,1.69167251220792,1.40940917737276,0.383523038052442,0.402889418251839,0.383262851166076
"200",4.216,2.108,4.743,1.38879800097462,1.4967624721966,1.54101822531642,0.39667538793284,0.360585313475009,0.381457277591729
"201",4.4795,5.0065,2.8985,1.20127320682125,1.60262560839409,1.25316915586578,0.397283290343984,0.376222136398006,0.406839354874194
"202",4.4795,0.7905,1.581,2.09361058394914,1.00605477518657,1.41572221862115,0.373518763187801,0.406630743104054,0.378376251983253
"203",0.527,2.8985,3.689,1.64735917475219,1.68105514543065,1.23097850244578,0.366767444440383,0.392788057673897,0.405775489309049
"204",2.635,2.3715,3.162,1.35678920263229,1.40044974025465,1.41830398443865,0.376240380466697,0.392546406934364,0.389816878143624
"205",1.8445,5.27,3.4255,1.22581892698563,1.47500646037001,1.15454695832162,0.398354299166477,0.380008526046067,0.400274859979246
"206",0.527,2.108,4.743,1.3819868163064,1.67559610631255,1.25289070329054,0.377415160557892,0.400845092851368,0.387922736085733
"207",2.635,0.527,4.4795,0.953939182161776,1.23275121871777,1.41001910679447,0.40286600431609,0.404633488052063,0.38388508516002
"208",2.635,3.4255,3.689,1.47582052761078,1.39072611828314,1.11276799724073,0.391187916778583,0.403762486928531,0.399246685101675
"209",0.527,3.9525,3.4255,1.30158237744609,1.43153180649457,1.40393815640922,0.40705304230477,0.395320650328474,0.394480008241437
"210",2.3715,4.743,4.216,1.4938679477617,0.95798579224544,1.43784086070848,0.369558263001101,0.416075373799784,0.397862932145635
"211",4.216,2.108,4.743,1.1263407028615,1.61961272734113,1.31282839366362,0.389208576824267,0.378074637781058,0.394910321495274
"212",0.7905,4.216,1.8445,1.37701110221288,1.5722838960721,1.31542059910281,0.379249490192103,0.384282558874461,0.404090918170819
"213",0.7905,0.7905,3.9525,2.58339638723975,2.24155443125411,1.42743874086682,0.386114120942008,0.39064672409751,0.390015190786462
"214",0.7905,3.9525,5.0065,2.88016481473178,1.77138052680689,1.41229084928888,0.357821009585973,0.40325600898351,0.393575470580417
